TIPO ATO;ÓRGÃO;Nº;DATA ASSINATURA;EMENTA;DATA DOM;OBSERVAÇÃO;ASSUNTO;LINK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;16.275;04/04/2016;Regulamenta as Leis nº 8.125, de 12 de dezembro de 2000, nº 10.234, de 1º de agosto de 2011, e nº 10.416, de 1º de março de 2012.;05/04/2016;;DESENVOLVIMENTO - SERVIÇO VOLUNTÁRIO;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1160653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;16.276;04/04/2016;"Institui o Comitê do Programa BH - Capital da Solidariedade.
O Prefeito de Belo Horizonte, no exercício das atribuições que lhe confere o inciso VII do art. 108 da Lei Orgânica do Município, considerando o disposto no Decreto nº 16.275, de 04 de abril de 2016, e ainda:";05/04/2016;;DESENVOLVIMENTO - PROGRAMA BH - CAPITAL DA SOLIDARIEDADE;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1160654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPL;006;04/04/2016;"O Secretário Municipal de Planejamento, Orçamento e Informação, no uso de suas atribuições,
RESOLVE:
Art. 1º - Alterar a composição de servidores designados, responsáveis pelo registro de informações no Módulo de Monitoramento do PPAG, nomeados pela Portaria SMPL 003/2016";07/04/2016;;ORÇAMENTO - MONITORAMENTO;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1160733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;16.282;07/04/2016;Estabelece as diretrizes e procedimentos para a solicitação de cessão de servidores e empregados públicos para o exercício de atividades na Prefeitura de Belo Horizonte e dá outras providências.;07/04/2016;Cessão de servidores a PBH;PESSOAL - TRANSFERÊNCIAS E CESSÃO;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1160864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMARH;4;06/04/2016;Estabelece procedimentos para o pagamento do Adicional por Tempo de Serviço na Administração Direta da Prefeitura Municipal de Belo Horizonte - PBH.;09/04/2016;;PESSOAL - QUINQUÊNIO;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1160900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMUNICADO;SMAM/GEORG;9;04/04/2016;Comunica codificações numéricas, nomenclaturas e siglas correspondentes a unidades da estrutura organizacional da Prefeitura Municipal de Belo Horizonte.;14/04/2016;;ESTRUTURA - SIGLAS;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1161116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMUNICADO;SMAM/GEORG;10;07/04/2016;Comunica codificações numéricas, nomenclaturas e siglas correspondentes a unidades da estrutura organizacional da Prefeitura Municipal de Belo Horizonte.;14/04/2016;;ESTRUTURA - SIGLAS;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1161117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA CONJUNTA;SMAPU/SMAFIS;1;05/04/2016;Dispõe sobre a implantação e uso de parklets/varandas urbanas no município de Belo Horizonte;15/04/2016;;POLÍTICA URBANA - PARKLETS;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1161139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPL;8;14/04/2016;Delega competência ao Secretário Municipal Adjunto de Planejamento e Gestão da Secretaria Municipal de Planejamento, Orçamento e Informação – SMPL.;19/04/2016;;ORÇAMENTO - DELEGA COMPETÊNCIA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1161370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPL;9;14/04/2016;Delega competência ao Secretário Municipal Adjunto de Recursos Humanos da Secretaria Municipal de Planejamento, Orçamento e Informação – SMPL.;19/04/2016;;ORÇAMENTO - DELEGA COMPETÊNCIA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1161371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPL;10;14/04/2016;Delega competência ao Secretário Municipal Adjunto de Gestão Previdenciária da Secretaria Municipal de Planejamento, Orçamento e Informação – SMPL.;19/04/2016;;ORÇAMENTO - DELEGA COMPETÊNCIA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1161372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPL;11;14/04/2016;Delega competência à Secretária Municipal Interina Adjunta de Orçamento da Secretaria Municipal de Planejamento, Orçamento e Informação – SMPL.;19/04/2016;;ORÇAMENTO - DELEGA COMPETÊNCIA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1161373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMED;099;15/04/2016;Dispõe sobre a delegação de competência prevista no Decreto Municipal nº 16.261, de 21 de março de 2016.;23/04/2016;;ORÇAMENTO - REGIONALIZADO;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1161527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPS;014;18/04/2016;"Delega competência para atos de ordenação de despesa.
O Secretário Municipal de Políticas Sociais, no uso de suas atribuições legais, em conformidade com o disposto no Parágrafo Único, do art. 82, da Lei Municipal n° 9.011, de 01 de janeiro de 2005,";26/04/2016;;ORÇAMENTO - DELEGA COMPETÊNCIA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1161602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA CONJUNTA;CTGM/PGM/ SMPL/SMF/ SMSA/SMADC;002;26/04/2016;Dispõe sobre a composição do grupo de apoio aos gestores dos módulos do Sistema Informatizado de Contas dos Municípios – SICOM objetivando a viabilização do cumprimento do disposto na Resolução nº 07/2011 do Tribunal de Contas do Estado de Minas Gerais.;27/04/2016;;SISTEMA - SICOM;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1161695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;16.306;27/04/2016;"Regulamenta a Gratificação pela Função de Instrutor em Programa de Aperfeiçoamento Profissional e dá outras providências.
";28/04/2016;;PESSOAL - INSTRUTORIA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1161796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPL;012;19/04/2016;"Altera o Anexo Único da Portaria SMPL nº 009, de 6 de março de 2014.
O Secretário Municipal de Planejamento, Orçamento e Informação, no exercício de suas atribuições legais, e em conformidade com o disposto nos artigos 34, III e 40, da Lei nº 9.011, de 1º de janeiro de 2005 e nos artigos 102 e 104, I, II e VI, da Lei nº 10.362, de 29 de dezembro de 2011,";29/04/2016;;PESSOAL - PREVIDÊNCIA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1161806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;FMC;001;28/04/2016;Define a composição do Grupo de Trabalho Integrado das Assessorias de Comunicação da Fundação Municipal de Cultura e da Belotur.;30/04/2016;;CULTURA - ASSESSORIA DE COMUNICAÇÃO;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1161938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;16.309;02/05/2016;Institui a Comissão Municipal Interinstitucional de Erradicação do Trabalho Infantil.;03/05/2016;;ASSISTÊNCIA - ERRADICAÇÃO DO TRABALHO INFANTIL;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1162013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;16.310;02/05/2016;Altera o Decreto nº 15.501/2014.;03/05/2016;;ORÇAMENTO - DELEGA COMPETÊNCIA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1162014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMUNICADO;SMAM/GEORG;012;29/04/2016;Comunica codificações numéricas, nomenclaturas e siglas correspondentes a unidades da estrutura organizacional da Prefeitura Municipal de Belo Horizonte.;11/05/2016;;ESTRUTURA - SIGLAS;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1162409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;16.322;13/05/2016;Institui a Infraestrutura de Dados Espaciais do Município de Belo Horizonte - IDE-BHGEO - e dá outras providências.;14/05/2016;Dados Geoespaciais - IDE-BHGEO;ESTRUTURA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1162704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;16.323;13/05/2016;"Altera o Decreto nº 16.147/2015.
O Prefeito de Belo Horizonte, no exercício de suas atribuições legais, em especial a que lhe confere o inciso VII do art. 108 da Lei Orgânica do Município, e considerando o disposto no Decreto nº 16.240, de 1º de março de 2016,
DECRETA:";14/05/2016;;CONTABILIDADE - DAÇÃO EM PAGAMENTO;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1162705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPL/SMARH;001;13/05/2016;Estabelece procedimentos para o pagamento do Adicional por Tempo de Serviço na Administração Direta da Prefeitura Municipal de Belo Horizonte - PBH.;14/05/2016;;PESSOAL - QUINQUÊNIO;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1162688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMUNICADO;SMAM/GEORG;013;06/05/2016;Comunica codificações numéricas, nomenclaturas e siglas correspondentes a unidades da estrutura organizacional da Prefeitura Municipal de Belo Horizonte.;17/05/2016;;ESTRUTURA - SIGLAS;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1162735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMUNICADO;SMAM/GEORG;014;06/05/2016;Comunica codificações numéricas, nomenclaturas e siglas correspondentes a unidades da estrutura organizacional da Prefeitura Municipal de Belo Horizonte.;17/05/2016;;ESTRUTURA - SIGLAS;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1162736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMUNICADO;SMAM/GEORG;015;06/05/2016;Comunica codificações numéricas, nomenclaturas e siglas correspondentes a unidades da estrutura organizacional da Prefeitura Municipal de Belo Horizonte.;17/05/2016;;ESTRUTURA - SIGLAS;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1162737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEMONSTRATIVO ;CGM;S/Nº;18/05/2016;Demonstrativos Simplificados do Relatório Resumido de Execução Orçamentária - 6º Bimestre e do Relatório Simplificado da Gestão Fiscal - 3º Quadrimestre. ;24/05/2016;Gestão Fiscal - 2º Bimestre/2016 e 1º Quadrimestre/2016;ORÇAMENTO - RELATÓRIO RESUMIDO EXECUÇÃO ORÇAMENTÁRIA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1163092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEI;SMGO;10.924;23/05/2016;Reserva aos negros 20% (vinte por cento) das vagas oferecidas nos concursos públicos para provimento de cargos públicos efetivos e empregos públicos no âmbito da administração pública direta e indireta do Poder Executivo do Município de Belo Horizonte.;24/05/2016;;PESSOAL - CONCURSO PÚBLICO ;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1163144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;16.333;25/05/2016;Atualiza o valor previsto no inciso II do art. 1º da Lei nº 10.378/2012.;28/05/2016;;POLÍTICA URBANA - MINHA CASA MINHA VIDA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1163327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;16.334;25/05/2016;"Altera o Decreto nº 16.322/2016.
O Prefeito de Belo Horizonte, no exercício de suas atribuições legais, em especial a que lhe confere o inciso VII do art. 108 da Lei Orgânica do Município,
 ";28/05/2016;;ESTRUTURA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1163328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMENDA À LEI ORGÂNICA DO MUNICÍPIO DE BELO HORIZONTE;;30;30/05/2016;"Acrescenta o § 1º-A ao art. 105 da Lei Orgânica do Município de Belo Horizonte.
(...) No caso de impedimento do Prefeito, do Vice-Prefeito e do Presidente da Câmara, assumirá o Procurador-Geral do Município.”. (NR)";01/06/2016;;ESTRUTURA - LEI ORGÂNICA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1163461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
